SNOMED_CT_ID	HPO_ID	HPO_NAME
SNOMEDCT:30721006	HP:0002080	Intention tremor
SNOMEDCT:56097005	HP:0002083	Migraine without aura
SNOMEDCT:253101008	HP:0002084	Encephalocele
SNOMEDCT:48777005	HP:0002084	Encephalocele
SNOMEDCT:55999004	HP:0002084	Encephalocele
SNOMEDCT:42376006	HP:0002085	Occipital encephalocele
SNOMEDCT:19829001	HP:0002088	Abnormal lung morphology
SNOMEDCT:80825009	HP:0002089	Pulmonary hypoplasia
SNOMEDCT:233604007	HP:0002090	Pneumonia
SNOMEDCT:36485005	HP:0002091	Restrictive ventilatory defect
SNOMEDCT:11399002	HP:0002092	Pulmonary arterial hypertension
SNOMEDCT:697898008	HP:0002092	Pulmonary arterial hypertension
SNOMEDCT:70995007	HP:0002092	Pulmonary arterial hypertension
SNOMEDCT:409623005	HP:0002093	Respiratory insufficiency
SNOMEDCT:230145002	HP:0002094	Dyspnea
SNOMEDCT:267036007	HP:0002094	Dyspnea
SNOMEDCT:87433001	HP:0002097	Emphysema
SNOMEDCT:230145002	HP:0002098	Respiratory distress
SNOMEDCT:267036007	HP:0002098	Respiratory distress
SNOMEDCT:271825005	HP:0002098	Respiratory distress
SNOMEDCT:195967001	HP:0002099	Asthma
SNOMEDCT:991000119106	HP:0002099	Asthma
SNOMEDCT:430969000	HP:0002100	Recurrent aspiration pneumonia
SNOMEDCT:91842005	HP:0002101	Abnormal lung lobation
SNOMEDCT:196075003	HP:0002102	Pleuritis
SNOMEDCT:1023001	HP:0002104	Apnea
SNOMEDCT:248583008	HP:0002104	Apnea
SNOMEDCT:66857006	HP:0002105	Hemoptysis
SNOMEDCT:6686005	HP:0002105	Hemoptysis
SNOMEDCT:36118008	HP:0002107	Pneumothorax
SNOMEDCT:80423007	HP:0002108	Spontaneous pneumothorax
SNOMEDCT:12295008	HP:0002110	Bronchiectasis
SNOMEDCT:278849000	HP:0002120	Cerebral cortical atrophy
SNOMEDCT:230413002	HP:0002121	Generalized non-motor (absence) seizure
SNOMEDCT:432241000124101	HP:0002121	Generalized non-motor (absence) seizure
SNOMEDCT:50866000	HP:0002121	Generalized non-motor (absence) seizure
SNOMEDCT:79631006	HP:0002121	Generalized non-motor (absence) seizure
SNOMEDCT:192992007	HP:0002123	Generalized myoclonic seizure
SNOMEDCT:267581004	HP:0002123	Generalized myoclonic seizure
SNOMEDCT:37356005	HP:0002123	Generalized myoclonic seizure
SNOMEDCT:4945003	HP:0002126	Polymicrogyria
SNOMEDCT:421455009	HP:0002131	Episodic ataxia
SNOMEDCT:230456007	HP:0002133	Status epilepticus
SNOMEDCT:70835005	HP:0002134	Abnormal basal ganglia morphology
SNOMEDCT:21454007	HP:0002138	Subarachnoid hemorrhage
SNOMEDCT:422504002	HP:0002140	Ischemic stroke
SNOMEDCT:48522003	HP:0002143	Abnormal spinal cord morphology
SNOMEDCT:70534000	HP:0002144	Tethered cord
SNOMEDCT:230270009	HP:0002145	Frontotemporal dementia
SNOMEDCT:4996001	HP:0002148	Hypophosphatemia
SNOMEDCT:35885006	HP:0002149	Hyperuricemia
SNOMEDCT:71938000	HP:0002150	Hypercalciuria
SNOMEDCT:37064009	HP:0002152	Hyperproteinemia
SNOMEDCT:14140009	HP:0002153	Hyperkalemia
SNOMEDCT:166689004	HP:0002153	Hyperkalemia
SNOMEDCT:238142003	HP:0002153	Hyperkalemia
SNOMEDCT:64654004	HP:0002154	Hyperglycinemia
SNOMEDCT:11282001	HP:0002156	Homocystinuria
SNOMEDCT:445009001	HP:0002157	Azotemia
SNOMEDCT:58558003	HP:0002161	Hyperlysinemia
SNOMEDCT:110987009	HP:0002165	Pterygium of nails
SNOMEDCT:102935005	HP:0002168	Scanning speech
SNOMEDCT:77420001	HP:0002168	Scanning speech
SNOMEDCT:36649002	HP:0002169	Clonus
SNOMEDCT:1386000	HP:0002170	Intracranial hemorrhage
SNOMEDCT:359580009	HP:0002171	Gliosis
SNOMEDCT:81415000	HP:0002171	Gliosis
SNOMEDCT:56610005	HP:0002174	Postural tremor
SNOMEDCT:71286001	HP:0002176	Spinal cord compression
SNOMEDCT:8652009	HP:0002179	Opisthotonus
SNOMEDCT:2032001	HP:0002181	Cerebral edema
SNOMEDCT:313387002	HP:0002183	Phonophobia
SNOMEDCT:85775002	HP:0002185	Neurofibrillary tangles
SNOMEDCT:68345001	HP:0002186	Apraxia
SNOMEDCT:6950007	HP:0002186	Apraxia
SNOMEDCT:31216003	HP:0002187	Intellectual disability, profound
SNOMEDCT:230790004	HP:0002190	Choroid plexus cyst
SNOMEDCT:430099007	HP:0002194	Delayed gross motor development
SNOMEDCT:48522003	HP:0002196	Myelopathy
SNOMEDCT:246545002	HP:0002197	Generalized-onset seizure
SNOMEDCT:60046008	HP:0002202	Pleural effusion
SNOMEDCT:64228003	HP:0002203	Respiratory paralysis
SNOMEDCT:59282003	HP:0002204	Pulmonary embolism
SNOMEDCT:51615001	HP:0002206	Pulmonary fibrosis
SNOMEDCT:48610005	HP:0002208	Coarse hair
SNOMEDCT:247564004	HP:0002211	White forelock
SNOMEDCT:225570000	HP:0002212	Curly hair
SNOMEDCT:247546006	HP:0002213	Fine hair
SNOMEDCT:387833009	HP:0002216	Premature graying of hair
SNOMEDCT:253208007	HP:0002223	Absent eyebrow
SNOMEDCT:422441003	HP:0002223	Absent eyebrow
SNOMEDCT:52564001	HP:0002224	Woolly hair
SNOMEDCT:68225006	HP:0002232	Patchy alopecia
SNOMEDCT:74474003	HP:0002239	Gastrointestinal hemorrhage
SNOMEDCT:80515008	HP:0002240	Hepatomegaly
SNOMEDCT:85919009	HP:0002242	Abnormal intestine morphology
SNOMEDCT:22542007	HP:0002243	Protein-losing enteropathy
SNOMEDCT:66972006	HP:0002243	Protein-losing enteropathy
SNOMEDCT:127962001	HP:0002245	Meckel diverticulum
SNOMEDCT:37373007	HP:0002245	Meckel diverticulum
SNOMEDCT:51118003	HP:0002247	Duodenal atresia
SNOMEDCT:8765009	HP:0002248	Hematemesis
SNOMEDCT:249627005	HP:0002249	Melena
SNOMEDCT:267055007	HP:0002249	Melena
SNOMEDCT:269899009	HP:0002249	Melena
SNOMEDCT:2901004	HP:0002249	Melena
SNOMEDCT:35064005	HP:0002249	Melena
SNOMEDCT:204739008	HP:0002251	Aganglionic megacolon
SNOMEDCT:33995003	HP:0002251	Aganglionic megacolon
SNOMEDCT:367495003	HP:0002251	Aganglionic megacolon
SNOMEDCT:398050005	HP:0002253	Colonic diverticula
SNOMEDCT:8114009	HP:0002256	Small bowel diverticula
SNOMEDCT:86094006	HP:0002257	Chronic rhinitis
SNOMEDCT:19557000	HP:0002267	Exaggerated startle response
SNOMEDCT:230310003	HP:0002268	Paroxysmal dystonia
SNOMEDCT:91327001	HP:0002273	Tetraparesis
SNOMEDCT:12731000	HP:0002277	Horner syndrome
SNOMEDCT:192915005	HP:0002277	Horner syndrome
SNOMEDCT:271730003	HP:0002277	Horner syndrome
SNOMEDCT:128490007	HP:0002282	Gray matter heterotopia
SNOMEDCT:416286003	HP:0002282	Gray matter heterotopia
SNOMEDCT:417338002	HP:0002282	Gray matter heterotopia
SNOMEDCT:297995004	HP:0002286	Fair hair
SNOMEDCT:86166000	HP:0002289	Alopecia universalis
SNOMEDCT:14240001	HP:0002290	Poliosis
SNOMEDCT:87872006	HP:0002292	Frontal balding
SNOMEDCT:278040002	HP:0002293	Alopecia of scalp
SNOMEDCT:298000004	HP:0002293	Alopecia of scalp
SNOMEDCT:56317004	HP:0002293	Alopecia of scalp
SNOMEDCT:297997007	HP:0002297	Red hair
SNOMEDCT:297991008	HP:0002298	Absent hair
SNOMEDCT:25159003	HP:0002299	Brittle hair
SNOMEDCT:88052002	HP:0002300	Mutism
SNOMEDCT:50582007	HP:0002301	Hemiplegia
SNOMEDCT:33994004	HP:0002304	Akinesia
SNOMEDCT:44913001	HP:0002305	Athetosis
SNOMEDCT:58593005	HP:0002305	Athetosis
SNOMEDCT:275295002	HP:0002307	Drooling
SNOMEDCT:53827007	HP:0002307	Drooling
SNOMEDCT:62718007	HP:0002307	Drooling
SNOMEDCT:253184003	HP:0002308	Chiari malformation
SNOMEDCT:49386006	HP:0002310	Orofacial dyskinesia
SNOMEDCT:281016006	HP:0002311	Incoordination
SNOMEDCT:302289002	HP:0002311	Incoordination
SNOMEDCT:7006003	HP:0002312	Clumsiness
SNOMEDCT:312444006	HP:0002313	Spastic paraparesis
SNOMEDCT:25064002	HP:0002315	Headache
SNOMEDCT:22631008	HP:0002317	Unsteady gait
SNOMEDCT:394616008	HP:0002317	Unsteady gait
SNOMEDCT:202664003	HP:0002318	Cervical myelopathy
SNOMEDCT:271789005	HP:0002321	Vertigo
SNOMEDCT:399090003	HP:0002321	Vertigo
SNOMEDCT:399153001	HP:0002321	Vertigo
SNOMEDCT:404640003	HP:0002321	Vertigo
SNOMEDCT:25082004	HP:0002322	Resting tremor
SNOMEDCT:89369001	HP:0002323	Anencephaly
SNOMEDCT:30023002	HP:0002324	Hydranencephaly
SNOMEDCT:271782001	HP:0002329	Drowsiness
SNOMEDCT:79519003	HP:0002329	Drowsiness
SNOMEDCT:253175003	HP:0002335	Agenesis of cerebellar vermis
SNOMEDCT:716997004	HP:0002335	Agenesis of cerebellar vermis
SNOMEDCT:61152003	HP:0002342	Intellectual disability, moderate
SNOMEDCT:30753002	HP:0002343	Normal pressure hydrocephalus
SNOMEDCT:30721006	HP:0002345	Action tremor
SNOMEDCT:117891000119100	HP:0002349	Focal aware seizure
SNOMEDCT:79348005	HP:0002349	Focal aware seizure
SNOMEDCT:22811006	HP:0002352	Leukoencephalopathy
SNOMEDCT:274521009	HP:0002353	EEG abnormality
SNOMEDCT:386807006	HP:0002354	Memory impairment
SNOMEDCT:55533009	HP:0002354	Memory impairment
SNOMEDCT:228158008	HP:0002355	Difficulty walking
SNOMEDCT:52008007	HP:0002356	Writer's cramp
SNOMEDCT:53888004	HP:0002360	Sleep abnormality
SNOMEDCT:43005009	HP:0002362	Shuffling gait
SNOMEDCT:64269007	HP:0002367	Visual hallucination
SNOMEDCT:41497008	HP:0002373	Febrile seizure (within the age range of 3 months to 6 years)
SNOMEDCT:255385008	HP:0002375	Hypokinesia
SNOMEDCT:43994002	HP:0002375	Hypokinesia
SNOMEDCT:609225004	HP:0002376	Developmental regression
SNOMEDCT:82470000	HP:0002380	Fasciculations
SNOMEDCT:87486003	HP:0002381	Aphasia
SNOMEDCT:45170000	HP:0002383	Infectious encephalitis
SNOMEDCT:4103001	HP:0002384	Focal impaired awareness seizure
SNOMEDCT:1845001	HP:0002385	Paraparesis
SNOMEDCT:261482004	HP:0002390	Spinal arteriovenous malformation
SNOMEDCT:55630000	HP:0002396	Cogwheel rigidity
SNOMEDCT:298310004	HP:0002403	Positive Romberg sign
SNOMEDCT:234142008	HP:0002408	Cerebral arteriovenous malformation
SNOMEDCT:27678003	HP:0002411	Myokymia
SNOMEDCT:67531005	HP:0002414	Spina bifida
SNOMEDCT:192781003	HP:0002415	Leukodystrophy
SNOMEDCT:48257004	HP:0002425	Anarthria
SNOMEDCT:229654003	HP:0002427	Expressive aphasia
SNOMEDCT:229665008	HP:0002427	Expressive aphasia
SNOMEDCT:328681008	HP:0002427	Expressive aphasia
SNOMEDCT:171131006	HP:0002435	Meningocele
SNOMEDCT:445468002	HP:0002436	Occipital meningocele
SNOMEDCT:47916000	HP:0002442	Dyscalculia
SNOMEDCT:237714006	HP:0002444	Hypothalamic hamartoma
SNOMEDCT:11538006	HP:0002445	Tetraplegia
SNOMEDCT:81415000	HP:0002446	Astrocytosis
SNOMEDCT:271799000	HP:0002457	Abnormal head movements
SNOMEDCT:249942005	HP:0002460	Distal muscle weakness
SNOMEDCT:62305002	HP:0002463	Language impairment
SNOMEDCT:229684006	HP:0002464	Spastic dysarthria
SNOMEDCT:229734008	HP:0002474	Expressive language delay
SNOMEDCT:203994003	HP:0002475	Myelomeningocele
SNOMEDCT:414667000	HP:0002475	Myelomeningocele
SNOMEDCT:13920009	HP:0002480	Hepatic encephalopathy
SNOMEDCT:449902003	HP:0002480	Hepatic encephalopathy
SNOMEDCT:3434004	HP:0002486	Myotonia
SNOMEDCT:44548000	HP:0002487	Hyperkinetic movements
SNOMEDCT:45352006	HP:0002487	Hyperkinetic movements
SNOMEDCT:24072005	HP:0002488	Acute leukemia
SNOMEDCT:91855006	HP:0002488	Acute leukemia
SNOMEDCT:69020003	HP:0002494	Abnormal rapid eye movement sleep
SNOMEDCT:130980003	HP:0002495	Impaired vibratory sensation
SNOMEDCT:253138008	HP:0002507	Semilobar holoprosencephaly
SNOMEDCT:192965001	HP:0002510	Spastic tetraplegia
SNOMEDCT:230267005	HP:0002511	Alzheimer disease
SNOMEDCT:26929004	HP:0002511	Alzheimer disease
SNOMEDCT:25816005	HP:0002512	Brain stem compression
SNOMEDCT:5582005	HP:0002512	Brain stem compression
SNOMEDCT:17944005	HP:0002514	Cerebral calcification
SNOMEDCT:271706000	HP:0002515	Waddling gait
SNOMEDCT:271719001	HP:0002516	Increased intracranial pressure
SNOMEDCT:44780000	HP:0002519	Hypnagogic hallucination
SNOMEDCT:28055006	HP:0002521	Hypsarrhythmia
SNOMEDCT:46263000	HP:0002524	Cataplexy
SNOMEDCT:161898004	HP:0002527	Falls
SNOMEDCT:1912002	HP:0002527	Falls
SNOMEDCT:90506004	HP:0002528	Granulovacuolar degeneration
SNOMEDCT:43029002	HP:0002533	Abnormal posturing
SNOMEDCT:253153000	HP:0002539	Cortical dysplasia
SNOMEDCT:282145008	HP:0002540	Inability to walk
SNOMEDCT:67761004	HP:0002542	Olivopontocerebellar atrophy
SNOMEDCT:268290005	HP:0002557	Hypoplastic nipples
SNOMEDCT:50956007	HP:0002558	Supernumerary nipple
SNOMEDCT:248820000	HP:0002561	Absent nipple
SNOMEDCT:85598007	HP:0002563	Constrictive pericarditis
SNOMEDCT:253789002	HP:0002566	Intestinal malrotation
SNOMEDCT:29980002	HP:0002566	Intestinal malrotation
SNOMEDCT:48641006	HP:0002566	Intestinal malrotation
SNOMEDCT:27868004	HP:0002570	Steatorrhea
SNOMEDCT:66187002	HP:0002570	Steatorrhea
SNOMEDCT:45564002	HP:0002571	Achalasia
SNOMEDCT:236068001	HP:0002573	Hematochezia
SNOMEDCT:405729008	HP:0002573	Hematochezia
SNOMEDCT:95435007	HP:0002575	Tracheoesophageal fistula
SNOMEDCT:35327006	HP:0002576	Intussusception
SNOMEDCT:49723003	HP:0002576	Intussusception
SNOMEDCT:196753007	HP:0002578	Gastroparesis
SNOMEDCT:235675006	HP:0002578	Gastroparesis
SNOMEDCT:90738007	HP:0002580	Volvulus
SNOMEDCT:9707006	HP:0002580	Volvulus
SNOMEDCT:84568007	HP:0002582	Atrophic gastritis
SNOMEDCT:64226004	HP:0002583	Colitis
SNOMEDCT:712510007	HP:0002584	Intestinal bleeding
SNOMEDCT:48661000	HP:0002586	Peritonitis
SNOMEDCT:8579004	HP:0002587	Projectile vomiting
SNOMEDCT:367474008	HP:0002588	Duodenal ulcer
SNOMEDCT:51868009	HP:0002588	Duodenal ulcer
SNOMEDCT:55525008	HP:0002590	Paralytic ileus
SNOMEDCT:267023007	HP:0002591	Polyphagia
SNOMEDCT:58424009	HP:0002591	Polyphagia
SNOMEDCT:72405004	HP:0002591	Polyphagia
SNOMEDCT:397825006	HP:0002592	Gastric ulcer
SNOMEDCT:197260007	HP:0002593	Intestinal lymphangiectasia
SNOMEDCT:68591005	HP:0002594	Pancreatic hypoplasia
SNOMEDCT:87248009	HP:0002605	Hepatic necrosis
SNOMEDCT:72042002	HP:0002607	Bowel incontinence
SNOMEDCT:396331005	HP:0002608	Celiac disease
SNOMEDCT:79607001	HP:0002612	Congenital hepatic fibrosis
SNOMEDCT:1761006	HP:0002613	Biliary cirrhosis
SNOMEDCT:31712002	HP:0002613	Biliary cirrhosis
SNOMEDCT:45007003	HP:0002615	Hypotension
SNOMEDCT:251036003	HP:0002616	Aortic root aneurysm
SNOMEDCT:432119003	HP:0002617	Vascular dilatation
SNOMEDCT:85659009	HP:0002617	Vascular dilatation
SNOMEDCT:128060009	HP:0002619	Varicose veins
SNOMEDCT:12856003	HP:0002619	Varicose veins
SNOMEDCT:399989005	HP:0002619	Varicose veins
SNOMEDCT:38716007	HP:0002621	Atherosclerosis
SNOMEDCT:63934006	HP:0002623	Overriding aorta
SNOMEDCT:128053003	HP:0002625	Deep venous thrombosis
SNOMEDCT:197494007	HP:0002630	Fat malabsorption
SNOMEDCT:31996006	HP:0002633	Vasculitis
SNOMEDCT:107671003	HP:0002634	Arteriosclerosis
SNOMEDCT:28960008	HP:0002634	Arteriosclerosis
SNOMEDCT:72092001	HP:0002634	Arteriosclerosis
SNOMEDCT:38716007	HP:0002635	Type IV atherosclerotic lesion
SNOMEDCT:287731003	HP:0002637	Cerebral ischemia
SNOMEDCT:389100007	HP:0002637	Cerebral ischemia
SNOMEDCT:2477008	HP:0002638	Superficial thrombophlebitis
SNOMEDCT:82385007	HP:0002639	Budd-Chiari syndrome
SNOMEDCT:113194005	HP:0002645	Wormian bones
SNOMEDCT:308546005	HP:0002647	Aortic dissection
SNOMEDCT:111266001	HP:0002650	Scoliosis
SNOMEDCT:64217002	HP:0002650	Scoliosis
SNOMEDCT:254062008	HP:0002651	Spondyloepimetaphyseal dysplasia
SNOMEDCT:105985007	HP:0002652	Skeletal dysplasia
SNOMEDCT:240190009	HP:0002652	Skeletal dysplasia
SNOMEDCT:12584003	HP:0002653	Bone pain
SNOMEDCT:59708000	HP:0002654	Multiple epiphyseal dysplasia
SNOMEDCT:254080004	HP:0002656	Epiphyseal dysplasia
SNOMEDCT:702350003	HP:0002657	Spondylometaphyseal dysplasia
SNOMEDCT:108369006	HP:0002664	Neoplasm
SNOMEDCT:363346000	HP:0002664	Neoplasm
SNOMEDCT:115244002	HP:0002665	Lymphoma
SNOMEDCT:118600007	HP:0002665	Lymphoma
SNOMEDCT:188676008	HP:0002665	Lymphoma
SNOMEDCT:21964009	HP:0002665	Lymphoma
SNOMEDCT:302835009	HP:0002666	Pheochromocytoma
SNOMEDCT:399343007	HP:0002666	Pheochromocytoma
SNOMEDCT:85583005	HP:0002666	Pheochromocytoma
SNOMEDCT:25081006	HP:0002667	Nephroblastoma
SNOMEDCT:302849000	HP:0002667	Nephroblastoma
SNOMEDCT:127027008	HP:0002668	Paraganglioma
SNOMEDCT:253029009	HP:0002668	Paraganglioma
SNOMEDCT:302833002	HP:0002668	Paraganglioma
SNOMEDCT:72787006	HP:0002668	Paraganglioma
SNOMEDCT:803009	HP:0002668	Paraganglioma
SNOMEDCT:21708004	HP:0002669	Osteosarcoma
SNOMEDCT:307576001	HP:0002669	Osteosarcoma
SNOMEDCT:1338007	HP:0002671	Basal cell carcinoma
SNOMEDCT:254701007	HP:0002671	Basal cell carcinoma
SNOMEDCT:275265005	HP:0002671	Basal cell carcinoma
SNOMEDCT:299236004	HP:0002673	Coxa valga
SNOMEDCT:444879009	HP:0002677	Small foramen magnum
SNOMEDCT:248372000	HP:0002678	Skull asymmetry
SNOMEDCT:248374004	HP:0002682	Broad skull
SNOMEDCT:86587003	HP:0002691	Platybasia
SNOMEDCT:11240000	HP:0002697	Parietal foramina
SNOMEDCT:29307005	HP:0002697	Parietal foramina
SNOMEDCT:30746006	HP:0002716	Lymphadenopathy
SNOMEDCT:428875002	HP:0002718	Recurrent bacterial infections
SNOMEDCT:29260007	HP:0002720	Decreased circulating IgA level
SNOMEDCT:234532001	HP:0002721	Immunodeficiency
SNOMEDCT:55464009	HP:0002725	Systemic lupus erythematosus
SNOMEDCT:234568006	HP:0002728	Chronic mucocutaneous candidiasis
SNOMEDCT:71057007	HP:0002740	Recurrent E. coli infections
SNOMEDCT:1085331000119107	HP:0002744	Bilateral cleft lip and palate
SNOMEDCT:414603003	HP:0002745	Oral leukoplakia
SNOMEDCT:9187004	HP:0002745	Oral leukoplakia
SNOMEDCT:41345002	HP:0002748	Rickets
SNOMEDCT:4598005	HP:0002749	Osteomalacia
SNOMEDCT:123983008	HP:0002750	Delayed skeletal maturation
SNOMEDCT:405773007	HP:0002751	Kyphoscoliosis
SNOMEDCT:111253001	HP:0002754	Osteomyelitis
SNOMEDCT:60168000	HP:0002754	Osteomyelitis
SNOMEDCT:22640007	HP:0002756	Pathologic fracture
SNOMEDCT:268029009	HP:0002756	Pathologic fracture
SNOMEDCT:134291007	HP:0002757	Recurrent fractures
SNOMEDCT:5468008	HP:0002757	Recurrent fractures
SNOMEDCT:225655006	HP:0002758	Osteoarthritis
SNOMEDCT:396275006	HP:0002758	Osteoarthritis
SNOMEDCT:254044004	HP:0002762	Multiple exostoses
SNOMEDCT:11296007	HP:0002777	Tracheal stenosis
SNOMEDCT:47125007	HP:0002778	Abnormal tracheal morphology
SNOMEDCT:95434006	HP:0002779	Tracheomalacia
SNOMEDCT:54203008	HP:0002780	Bronchomalacia
SNOMEDCT:448739000	HP:0002783	Recurrent lower respiratory tract infections
SNOMEDCT:50417007	HP:0002783	Recurrent lower respiratory tract infections
SNOMEDCT:233788001	HP:0002786	Tracheobronchomalacia
SNOMEDCT:81089005	HP:0002787	Tracheal calcification
SNOMEDCT:195708003	HP:0002788	Recurrent upper respiratory tract infections
SNOMEDCT:271823003	HP:0002789	Tachypnea
SNOMEDCT:15993004	HP:0002791	Hypoventilation
SNOMEDCT:31515003	HP:0002791	Hypoventilation
SNOMEDCT:80954004	HP:0002791	Hypoventilation
SNOMEDCT:274715008	HP:0002792	Reduced vital capacity
SNOMEDCT:607007	HP:0002792	Reduced vital capacity
SNOMEDCT:203522001	HP:0002797	Osteolysis
SNOMEDCT:30425001	HP:0002797	Osteolysis
SNOMEDCT:111246005	HP:0002804	Arthrogryposis multiplex congenita
SNOMEDCT:77016009	HP:0002804	Arthrogryposis multiplex congenita
SNOMEDCT:414564002	HP:0002808	Kyphosis
SNOMEDCT:74820003	HP:0002812	Coxa vara
SNOMEDCT:449715001	HP:0002814	Abnormality of the lower limb
SNOMEDCT:359554008	HP:0002821	Neuropathic arthropathy
SNOMEDCT:67536000	HP:0002821	Neuropathic arthropathy
SNOMEDCT:157265008	HP:0002827	Hip dislocation
SNOMEDCT:19393004	HP:0002828	Multiple joint contractures
SNOMEDCT:202264009	HP:0002828	Multiple joint contractures
SNOMEDCT:57676002	HP:0002829	Arthralgia
SNOMEDCT:413585005	HP:0002835	Aspiration
SNOMEDCT:68052005	HP:0002835	Aspiration
SNOMEDCT:61758007	HP:0002836	Bladder exstrophy
SNOMEDCT:19471005	HP:0002840	Lymphadenitis
SNOMEDCT:299330008	HP:0002857	Genu valgum
SNOMEDCT:302847003	HP:0002859	Rhabdomyosarcoma
SNOMEDCT:30924005	HP:0002859	Rhabdomyosarcoma
SNOMEDCT:28899001	HP:0002860	Squamous cell carcinoma
SNOMEDCT:402815007	HP:0002860	Squamous cell carcinoma
SNOMEDCT:2092003	HP:0002861	Melanoma
SNOMEDCT:372244006	HP:0002861	Melanoma
SNOMEDCT:255108000	HP:0002862	Bladder carcinoma
SNOMEDCT:109995007	HP:0002863	Myelodysplasia
SNOMEDCT:128623006	HP:0002863	Myelodysplasia
SNOMEDCT:188736006	HP:0002863	Myelodysplasia
SNOMEDCT:128916007	HP:0002865	Medullary thyroid carcinoma
SNOMEDCT:255032005	HP:0002865	Medullary thyroid carcinoma
SNOMEDCT:78275009	HP:0002870	Obstructive sleep apnea
SNOMEDCT:60845006	HP:0002875	Exertional dyspnea
SNOMEDCT:409622000	HP:0002878	Respiratory failure
SNOMEDCT:68978004	HP:0002883	Hyperventilation
SNOMEDCT:109843000	HP:0002884	Hepatoblastoma
SNOMEDCT:45024009	HP:0002884	Hepatoblastoma
SNOMEDCT:443333004	HP:0002885	Medulloblastoma
SNOMEDCT:83217000	HP:0002885	Medulloblastoma
SNOMEDCT:253030004	HP:0002886	Vagal paraganglioma
SNOMEDCT:443643007	HP:0002888	Ependymoma
SNOMEDCT:57706008	HP:0002888	Ependymoma
SNOMEDCT:447389009	HP:0002891	Uterine leiomyosarcoma
SNOMEDCT:128664001	HP:0002893	Pituitary adenoma
SNOMEDCT:254956000	HP:0002893	Pituitary adenoma
SNOMEDCT:126859007	HP:0002894	Neoplasm of the pancreas
SNOMEDCT:363418001	HP:0002894	Neoplasm of the pancreas
SNOMEDCT:255029007	HP:0002895	Papillary thyroid carcinoma
SNOMEDCT:126851005	HP:0002896	Neoplasm of the liver
SNOMEDCT:93870000	HP:0002896	Neoplasm of the liver
SNOMEDCT:128474007	HP:0002897	Parathyroid adenoma
SNOMEDCT:166690008	HP:0002900	Hypokalemia
SNOMEDCT:43339004	HP:0002900	Hypokalemia
SNOMEDCT:5291005	HP:0002901	Hypocalcemia
SNOMEDCT:89627008	HP:0002902	Hyponatremia
SNOMEDCT:26165005	HP:0002904	Hyperbilirubinemia
SNOMEDCT:20165001	HP:0002905	Hyperphosphatemia
SNOMEDCT:197940006	HP:0002907	Microscopic hematuria
SNOMEDCT:9326001	HP:0002908	Conjugated hyperbilirubinemia
SNOMEDCT:166603001	HP:0002910	Elevated circulating hepatic transaminase concentration
SNOMEDCT:166643006	HP:0002910	Elevated circulating hepatic transaminase concentration
SNOMEDCT:75183008	HP:0002910	Elevated circulating hepatic transaminase concentration
SNOMEDCT:42393006	HP:0002912	Methylmalonic acidemia
SNOMEDCT:48165008	HP:0002913	Myoglobinuria
SNOMEDCT:190855004	HP:0002917	Hypomagnesemia
SNOMEDCT:66978005	HP:0002918	Hypermagnesemia
SNOMEDCT:274783007	HP:0002919	Ketonuria
SNOMEDCT:36815008	HP:0002919	Ketonuria
SNOMEDCT:165839004	HP:0002923	Rheumatoid factor positive
SNOMEDCT:309080005	HP:0002925	Elevated circulating thyroid-stimulating hormone concentration
SNOMEDCT:78311009	HP:0002927	Histidinuria
SNOMEDCT:111567006	HP:0002930	Impaired sensitivity to thyroid hormone
SNOMEDCT:237559000	HP:0002930	Impaired sensitivity to thyroid hormone
SNOMEDCT:237560005	HP:0002930	Impaired sensitivity to thyroid hormone
SNOMEDCT:50375007	HP:0002930	Impaired sensitivity to thyroid hormone
SNOMEDCT:124161002	HP:0002932	Aldehyde oxidase deficiency
SNOMEDCT:414396006	HP:0002933	Ventral hernia
SNOMEDCT:68359008	HP:0002937	Hemivertebrae
SNOMEDCT:11301007	HP:0002945	Intervertebral space narrowing
SNOMEDCT:87294007	HP:0002946	Supernumerary vertebrae
SNOMEDCT:298393001	HP:0002947	Cervical kyphosis
SNOMEDCT:42942008	HP:0002953	Vertebral compression fracture
SNOMEDCT:84138006	HP:0002953	Vertebral compression fracture
SNOMEDCT:443138004	HP:0002955	Granulomatosis
SNOMEDCT:44328006	HP:0002955	Granulomatosis
SNOMEDCT:85828009	HP:0002960	Autoimmunity
SNOMEDCT:123782009	HP:0002961	Dysgammaglobulinemia
SNOMEDCT:54583007	HP:0002967	Cubitus valgus
SNOMEDCT:299331007	HP:0002970	Genu varum
SNOMEDCT:33313004	HP:0002974	Radioulnar synostosis
SNOMEDCT:299331007	HP:0002979	Bowing of the legs
SNOMEDCT:74370006	HP:0002983	Micromelia
SNOMEDCT:205170001	HP:0002984	Hypoplasia of the radius
SNOMEDCT:93288001	HP:0002984	Hypoplasia of the radius
SNOMEDCT:202271004	HP:0002987	Elbow flexion contracture
SNOMEDCT:263029007	HP:0002999	Patellar dislocation
SNOMEDCT:127030001	HP:0003001	Glomus jugular tumor
SNOMEDCT:32037004	HP:0003001	Glomus jugular tumor
SNOMEDCT:254838004	HP:0003002	Breast carcinoma
SNOMEDCT:363406005	HP:0003003	Colon cancer
SNOMEDCT:116371000119107	HP:0003005	Ganglioneuroma
SNOMEDCT:128919000	HP:0003005	Ganglioneuroma
