ICD10	OMIM
ICD-10:I45.8	OMIM:616249
ICD-10:I45.8	OMIM:613693
ICD-10:I45.8	OMIM:613695
ICD-10:I45.8	OMIM:613688
ICD-10:I45.8	OMIM:611819
ICD-10:I45.8	OMIM:611818
ICD-10:Q28.8	OMIM:614437
ICD-10:L65.8	OMIM:605389
ICD-10:L65.8	OMIM:604379
ICD-10:L65.8	OMIM:618275
ICD-10:L65.8	OMIM:614237
ICD-10:L65.8	OMIM:614238
ICD-10:L65.8	OMIM:615885
ICD-10:L65.8	OMIM:278150
ICD-10:L65.8	OMIM:607903
ICD-10:L65.8	OMIM:620177
ICD-10:L65.8	OMIM:615059
ICD-10:Q79.6	OMIM:618343
ICD-10:E77.8	OMIM:269920
ICD-10:G11.2	OMIM:605361
ICD-10:D81.8	OMIM:612783
ICD-10:G23.0	OMIM:234200
ICD-10:D56.1	OMIM:603902
ICD-10:Q87.2	OMIM:149000
ICD-10:G71.2	OMIM:256030
ICD-10:G71.2	OMIM:161800
ICD-10:G71.2	OMIM:615731
ICD-10:G71.2	OMIM:609284
ICD-10:G71.2	OMIM:609285
ICD-10:G71.2	OMIM:617336
ICD-10:G71.2	OMIM:609273
ICD-10:G71.2	OMIM:616165
ICD-10:G71.2	OMIM:615348
ICD-10:G71.2	OMIM:610687
ICD-10:Q87.8	OMIM:609460
ICD-10:D70	OMIM:610738
ICD-10:Q87.5	OMIM:614416
ICD-10:Q78.2	OMIM:612301
ICD-10:F80.3	OMIM:245570
ICD-10:I68.0*	OMIM:176500
ICD-10:E85.4+	OMIM:176500
ICD-10:H35.5	OMIM:136900
ICD-10:H35.5	OMIM:264420
ICD-10:E74.2	OMIM:230200
ICD-10:I68.0*	OMIM:117300
ICD-10:E85.4+	OMIM:117300
ICD-10:E83.1	OMIM:615517
ICD-10:E88.8	OMIM:612018
ICD-10:K00.0	OMIM:206780
ICD-10:G60.0	OMIM:239840
ICD-10:G71.8	OMIM:217150
ICD-10:Q87.0	OMIM:239800
ICD-10:Q87.8	OMIM:239710
ICD-10:G71.0	OMIM:253700
ICD-10:Q77.7	OMIM:602557
ICD-10:H90.3	OMIM:300914
ICD-10:H90.3	OMIM:300030
ICD-10:H90.3	OMIM:300066
ICD-10:H90.3	OMIM:304500
ICD-10:H18.5	OMIM:612868
ICD-10:Q99.8	OMIM:608149
ICD-10:Q77.3	OMIM:222765
ICD-10:Q77.3	OMIM:600121
ICD-10:Q77.3	OMIM:215100
ICD-10:Q77.3	OMIM:616716
ICD-10:Q82.8	OMIM:615190
ICD-10:Q82.8	OMIM:127550
ICD-10:Q82.8	OMIM:305000
ICD-10:Q82.8	OMIM:620040
ICD-10:Q82.8	OMIM:224230
ICD-10:Q82.8	OMIM:620133
ICD-10:Q82.8	OMIM:613987
ICD-10:Q82.8	OMIM:613988
ICD-10:Q82.8	OMIM:613989
ICD-10:Q82.8	OMIM:613990
ICD-10:Q82.8	OMIM:616353
ICD-10:Q87.8	OMIM:218340
ICD-10:Q99.1	OMIM:233430
ICD-10:C81.9	OMIM:236000
ICD-10:C81.2	OMIM:236000
ICD-10:C81.0	OMIM:236000
ICD-10:C81.3	OMIM:236000
ICD-10:C81.7	OMIM:236000
ICD-10:C81.1	OMIM:236000
ICD-10:C81.4	OMIM:236000
ICD-10:C81.9	OMIM:300221
ICD-10:C81.2	OMIM:300221
ICD-10:C81.0	OMIM:300221
ICD-10:C81.3	OMIM:300221
ICD-10:C81.7	OMIM:300221
ICD-10:C81.1	OMIM:300221
ICD-10:C81.4	OMIM:300221
ICD-10:C81.9	OMIM:400021
ICD-10:C81.2	OMIM:400021
ICD-10:C81.0	OMIM:400021
ICD-10:C81.3	OMIM:400021
ICD-10:C81.7	OMIM:400021
ICD-10:C81.1	OMIM:400021
ICD-10:C81.4	OMIM:400021
ICD-10:D84.8	OMIM:209950
ICD-10:E83.8	OMIM:617013
ICD-10:Q77.1	OMIM:187600
ICD-10:K74.3	OMIM:614220
ICD-10:K74.3	OMIM:614221
ICD-10:K74.3	OMIM:613008
ICD-10:K74.3	OMIM:613007
ICD-10:K74.3	OMIM:109720
ICD-10:Q87.8	OMIM:273730
ICD-10:Q77.7	OMIM:224410
ICD-10:Q81.8	OMIM:302000
ICD-10:M86.3	OMIM:259680
ICD-10:Q87.8	OMIM:613078
ICD-10:E26.8	OMIM:218030
ICD-10:Q87.8	OMIM:192445
ICD-10:D69.8	OMIM:185070
ICD-10:Q78.8	OMIM:601559
ICD-10:Q68.8	OMIM:601701
ICD-10:G71.3	OMIM:252011
ICD-10:G71.3	OMIM:619167
ICD-10:G71.3	OMIM:619166
ICD-10:G71.3	OMIM:619224
ICD-10:D58.8	OMIM:616689
ICD-10:D58.8	OMIM:194380
ICD-10:Q85.8	OMIM:185300
ICD-10:D58.8	OMIM:185000
ICD-10:Q87.2	OMIM:610140
ICD-10:E88.8	OMIM:251880
ICD-10:D89.8	OMIM:618982
ICD-10:Q82.8	OMIM:616029
ICD-10:Q82.4	OMIM:190320
ICD-10:G25.0	OMIM:190310
ICD-10:Q82.4	OMIM:601453
ICD-10:Q82.4	OMIM:275450
ICD-10:Q93.5	OMIM:610443
ICD-10:Q93.5	OMIM:613406
ICD-10:E72.0	OMIM:219750
ICD-10:G40.3	OMIM:605751
ICD-10:G40.3	OMIM:601764
ICD-10:G40.3	OMIM:612627
ICD-10:G40.3	OMIM:607745
ICD-10:G40.3	OMIM:617080
ICD-10:Q87.8	OMIM:309583
ICD-10:Q87.8	OMIM:253320
ICD-10:L81.4	OMIM:614233
ICD-10:L81.4	OMIM:145250
ICD-10:Q15.8	OMIM:602499
ICD-10:Q87.0	OMIM:616364
ICD-10:E88.8	OMIM:615228
ICD-10:E88.8	OMIM:604273
ICD-10:E88.8	OMIM:618683
ICD-10:E88.8	OMIM:614053
ICD-10:E88.8	OMIM:616045
ICD-10:E88.8	OMIM:618120
ICD-10:D31.1	OMIM:180550
ICD-10:K86.1	OMIM:167800
ICD-10:Q87.0	OMIM:613670
ICD-10:E72.8	OMIM:615574
ICD-10:E88.1	OMIM:615980
ICD-10:E70.2	OMIM:276700
ICD-10:Q16.1	OMIM:600674
ICD-10:Q16.0	OMIM:600674
ICD-10:Q70.0	OMIM:186300
ICD-10:Q70.2	OMIM:186300
ICD-10:I67.1	OMIM:614252
ICD-10:I67.1	OMIM:618734
ICD-10:I67.1	OMIM:608542
ICD-10:I67.1	OMIM:609122
ICD-10:I67.1	OMIM:105800
ICD-10:I67.1	OMIM:612161
ICD-10:I67.1	OMIM:612162
ICD-10:I67.1	OMIM:300870
ICD-10:I67.1	OMIM:611892
ICD-10:I67.1	OMIM:610213
ICD-10:I67.1	OMIM:612586
ICD-10:I67.1	OMIM:612587
ICD-10:H35.5	OMIM:601067
ICD-10:H35.5	OMIM:614869
ICD-10:H35.5	OMIM:606943
ICD-10:H35.5	OMIM:602083
ICD-10:H35.5	OMIM:618632
ICD-10:H35.5	OMIM:602097
ICD-10:H35.5	OMIM:612632
ICD-10:H35.5	OMIM:614990
ICD-10:H35.5	OMIM:276900
ICD-10:H35.5	OMIM:276904
ICD-10:C49.9	OMIM:606243
ICD-10:Q93.5	OMIM:606407
ICD-10:G40.4	OMIM:254900
ICD-10:Q04.3	OMIM:618266
ICD-10:G11.4	OMIM:618418
ICD-10:Q80.8	OMIM:256500
ICD-10:Q92.3	OMIM:613458
ICD-10:D15.1	OMIM:255960
ICD-10:I42.8	OMIM:600996
ICD-10:I42.8	OMIM:609040
ICD-10:I42.8	OMIM:602087
ICD-10:I42.8	OMIM:602086
ICD-10:I42.8	OMIM:607450
ICD-10:I42.8	OMIM:604400
ICD-10:I42.8	OMIM:604401
ICD-10:I42.8	OMIM:610476
ICD-10:I42.8	OMIM:615616
ICD-10:I42.8	OMIM:611528
ICD-10:G71.0	OMIM:606072
ICD-10:Q87.1	OMIM:151050
ICD-10:Q77.1	OMIM:187601
ICD-10:Q77.1	OMIM:156830
ICD-10:Q82.8	OMIM:148520
ICD-10:G71.2	OMIM:613205
ICD-10:E71.3	OMIM:616154
ICD-10:E77.8	OMIM:610768
ICD-10:Q04.8	OMIM:618918
ICD-10:Q04.8	OMIM:618185
ICD-10:E74.2	OMIM:230400
ICD-10:G71.2	OMIM:605355
ICD-10:G11.2	OMIM:613371
ICD-10:G60.8	OMIM:614653
ICD-10:Q87.8	OMIM:301050
ICD-10:G24.1	OMIM:607488
ICD-10:E75.4	OMIM:610951
ICD-10:E75.4	OMIM:204500
ICD-10:E75.4	OMIM:256731
ICD-10:E75.4	OMIM:600143
ICD-10:I67.8	OMIM:618564
ICD-10:Q87.8	OMIM:609545
ICD-10:D76.3	OMIM:269600
ICD-10:D76.3	OMIM:142630
ICD-10:Q75.8	OMIM:607812
ICD-10:E79.8	OMIM:278300
ICD-10:Q93.5	OMIM:613729
ICD-10:E77.8	OMIM:616721
ICD-10:G71.3	OMIM:618245
ICD-10:G71.3	OMIM:618246
ICD-10:G71.3	OMIM:618240
ICD-10:G71.3	OMIM:618242
ICD-10:G71.3	OMIM:618241
ICD-10:G71.3	OMIM:618776
ICD-10:G71.3	OMIM:252010
ICD-10:G71.3	OMIM:620135
ICD-10:G71.3	OMIM:619272
ICD-10:G71.3	OMIM:619170
ICD-10:G71.3	OMIM:301021
ICD-10:G71.3	OMIM:301020
ICD-10:G71.3	OMIM:618253
ICD-10:G71.3	OMIM:618250
ICD-10:G71.3	OMIM:618251
ICD-10:G71.3	OMIM:618228
ICD-10:G71.3	OMIM:618224
ICD-10:G71.3	OMIM:618226
ICD-10:G71.3	OMIM:618229
ICD-10:G71.3	OMIM:618222
ICD-10:G71.3	OMIM:618225
ICD-10:G71.3	OMIM:619003
ICD-10:G71.3	OMIM:618236
ICD-10:G71.3	OMIM:618233
ICD-10:G71.3	OMIM:618237
ICD-10:G71.3	OMIM:618230
ICD-10:G71.3	OMIM:618232
ICD-10:G71.3	OMIM:618234
ICD-10:G71.3	OMIM:618238
ICD-10:Q87.8	OMIM:310465
ICD-10:K56.0	OMIM:619350
ICD-10:K56.0	OMIM:155310
ICD-10:Q87.3	OMIM:616592
ICD-10:G11.2	OMIM:614575
ICD-10:Q87.1	OMIM:300582
ICD-10:E75.0	OMIM:268800
ICD-10:E23.0	OMIM:300123
ICD-10:E23.0	OMIM:307200
ICD-10:Q04.3	OMIM:257320
ICD-10:G20	OMIM:311510
ICD-10:Q74.8	OMIM:608545
ICD-10:Q87.2	OMIM:135750
ICD-10:Q31.5	OMIM:150280
ICD-10:Q31.0	OMIM:150360
ICD-10:Q74.8	OMIM:245650
ICD-10:Q87.8	OMIM:245800
ICD-10:J38.0	OMIM:308850
ICD-10:Q82.8	OMIM:268400
ICD-10:C15.3	OMIM:133239
ICD-10:C15.1	OMIM:133239
ICD-10:C15.0	OMIM:133239
ICD-10:C15.4	OMIM:133239
ICD-10:G93.4	OMIM:608033
ICD-10:D52.8	OMIM:613839
ICD-10:D82.8	OMIM:601705
ICD-10:D82.8	OMIM:618806
ICD-10:E77.8	OMIM:603147
ICD-10:N08.2	OMIM:609057
ICD-10:G71.2	OMIM:117000
ICD-10:Q96.8	OMIM:616185
ICD-10:E88.8	OMIM:615918
ICD-10:Q04.8	OMIM:619273
ICD-10:E74.0	OMIM:306000
ICD-10:E74.0	OMIM:613027
ICD-10:G20	OMIM:300911
ICD-10:G60.0	OMIM:148360
ICD-10:G71.3	OMIM:551000
ICD-10:E88.8	OMIM:616430
ICD-10:Q87.8	OMIM:608980
ICD-10:G11.1	OMIM:301790
ICD-10:G60.0	OMIM:214370
ICD-10:Q78.4	OMIM:166000
ICD-10:Q87.3	OMIM:158350
ICD-10:D84.8	OMIM:266265
ICD-10:K07.1	OMIM:176700
ICD-10:D84.1	OMIM:312060
ICD-10:E34.8	OMIM:612289
ICD-10:E53.8	OMIM:193090
ICD-10:Q87.8	OMIM:614438
ICD-10:Q82.8	OMIM:136000
ICD-10:E83.3	OMIM:307800
ICD-10:I71.1	OMIM:300989
ICD-10:Q87.8	OMIM:236700
ICD-10:Q11.2	OMIM:601186
ICD-10:Q11.2	OMIM:615524
ICD-10:Q87.8	OMIM:249310
ICD-10:Q87.8	OMIM:277740
ICD-10:Q87.8	OMIM:248950
ICD-10:E75.2	OMIM:613926
ICD-10:E75.2	OMIM:613925
ICD-10:E75.2	OMIM:604004
ICD-10:Q04.5	OMIM:155350
ICD-10:Q04.5	OMIM:248000
ICD-10:Q77.0	OMIM:200610
ICD-10:E88.8	OMIM:613672
ICD-10:E70.8	OMIM:211000
ICD-10:K86.1	OMIM:608189
ICD-10:D64.0	OMIM:616860
ICD-10:E74.4	OMIM:614111
ICD-10:Q77.0	OMIM:200600
ICD-10:G12.2	OMIM:614373
ICD-10:G12.2	OMIM:602099
ICD-10:G12.2	OMIM:205100
ICD-10:F72.8	OMIM:613671
ICD-10:Q74.3	OMIM:618484
ICD-10:Q82.4	OMIM:221320
ICD-10:Q87.8	OMIM:157800
ICD-10:Q87.0	OMIM:124490
ICD-10:H74.3	OMIM:601449
ICD-10:H90.3	OMIM:221740
ICD-10:H83.8	OMIM:120040
ICD-10:Q87.8	OMIM:221350
ICD-10:Q78.8	OMIM:610017
ICD-10:Q78.8	OMIM:612961
ICD-10:Q78.8	OMIM:186500
ICD-10:Q12.0	OMIM:619593
ICD-10:Q12.0	OMIM:600881
ICD-10:Q87.8	OMIM:611929
ICD-10:Q87.8	OMIM:300709
ICD-10:Q87.1	OMIM:616894
ICD-10:Q87.1	OMIM:180700
ICD-10:Q87.1	OMIM:616331
ICD-10:Q87.1	OMIM:268310
ICD-10:N25.8	OMIM:177735
ICD-10:N25.8	OMIM:264350
ICD-10:L98.8	OMIM:616400
ICD-10:L98.8	OMIM:613000
ICD-10:Q77.8	OMIM:618019
ICD-10:Q78.8	OMIM:215045
ICD-10:Q87.8	OMIM:203780
ICD-10:G11.4	OMIM:182601
ICD-10:G11.4	OMIM:270800
ICD-10:G11.4	OMIM:182600
ICD-10:G11.4	OMIM:603563
ICD-10:G11.4	OMIM:600363
ICD-10:Q78.8	OMIM:608022
ICD-10:G60.0	OMIM:608673
ICD-10:G11.4	OMIM:616451
ICD-10:L98.8	OMIM:106190
ICD-10:E34.8	OMIM:125850
ICD-10:E34.8	OMIM:125851
ICD-10:E34.8	OMIM:610508
ICD-10:E34.8	OMIM:612225
ICD-10:E34.8	OMIM:613370
ICD-10:E34.8	OMIM:613375
ICD-10:E34.8	OMIM:606391
ICD-10:E34.8	OMIM:606394
ICD-10:E34.8	OMIM:606392
ICD-10:E34.8	OMIM:616511
ICD-10:E34.8	OMIM:600496
ICD-10:E34.8	OMIM:609812
ICD-10:E34.8	OMIM:616329
ICD-10:Q87.0	OMIM:616819
ICD-10:Q99.8	OMIM:300219
ICD-10:D84.8	OMIM:618307
ICD-10:G40.3	OMIM:616640
ICD-10:F84.8	OMIM:619314
ICD-10:F84.8	OMIM:618914
ICD-10:F84.8	OMIM:619320
ICD-10:F84.8	OMIM:618009
ICD-10:F84.8	OMIM:618470
ICD-10:F84.8	OMIM:619031
ICD-10:F84.8	OMIM:618922
ICD-10:F84.8	OMIM:619092
ICD-10:F84.8	OMIM:619099
ICD-10:F84.8	OMIM:619091
ICD-10:F84.8	OMIM:619264
ICD-10:F84.8	OMIM:619268
ICD-10:F84.8	OMIM:619072
ICD-10:F84.8	OMIM:619076
ICD-10:F84.8	OMIM:618906
ICD-10:F84.8	OMIM:619149
ICD-10:F84.8	OMIM:620098
ICD-10:F84.8	OMIM:618653
ICD-10:F84.8	OMIM:618659
ICD-10:F84.8	OMIM:618292
ICD-10:F84.8	OMIM:619157
ICD-10:F84.8	OMIM:619056
ICD-10:F84.8	OMIM:618974
ICD-10:F84.8	OMIM:618971
ICD-10:F84.8	OMIM:618512
ICD-10:F84.8	OMIM:618342
ICD-10:F84.8	OMIM:618430
ICD-10:F84.8	OMIM:301029
ICD-10:F84.8	OMIM:619125
ICD-10:F84.8	OMIM:619243
ICD-10:F84.8	OMIM:619244
ICD-10:F84.8	OMIM:617755
ICD-10:F84.8	OMIM:619239
ICD-10:F84.8	OMIM:620065
ICD-10:F84.8	OMIM:606053
ICD-10:F84.8	OMIM:619000
ICD-10:F84.8	OMIM:619005
ICD-10:F84.8	OMIM:619306
ICD-10:F84.8	OMIM:618569
ICD-10:F84.8	OMIM:619083
ICD-10:G93.4	OMIM:309510
ICD-10:A15	OMIM:607948
ICD-10:A16	OMIM:607948
ICD-10:Q74.0	OMIM:191000
ICD-10:L68.2	OMIM:600457
ICD-10:Q20.0	OMIM:217095
ICD-10:Q04.3	OMIM:601160
ICD-10:E88.8	OMIM:611390
ICD-10:E72.8	OMIM:610992
ICD-10:E72.8	OMIM:601815
ICD-10:E72.8	OMIM:614023
ICD-10:G71.8	OMIM:182920
ICD-10:Q14.2	OMIM:611543
ICD-10:E77.0	OMIM:252605
ICD-10:E77.0	OMIM:252600
ICD-10:Q81.2	OMIM:226600
ICD-10:E03.1	OMIM:300888
ICD-10:G11.1	OMIM:301840
ICD-10:Q44.7	OMIM:118450
ICD-10:L65.8	OMIM:209500
ICD-10:Q87.8	OMIM:620157
ICD-10:Q78.0	OMIM:615220
ICD-10:Q78.0	OMIM:610915
ICD-10:Q78.0	OMIM:259440
ICD-10:Q78.0	OMIM:613848
ICD-10:Q78.0	OMIM:259420
ICD-10:Q78.0	OMIM:613982
ICD-10:Q78.0	OMIM:614856
ICD-10:Q78.0	OMIM:610968
ICD-10:Q78.0	OMIM:610682
ICD-10:Q78.0	OMIM:616229
ICD-10:Q13.4	OMIM:604229
ICD-10:Q13.4	OMIM:612968
ICD-10:K72.0	OMIM:618641
ICD-10:K72.0	OMIM:616483
ICD-10:E75.2	OMIM:608804
ICD-10:E75.2	OMIM:612233
ICD-10:E75.2	OMIM:260600
ICD-10:E75.2	OMIM:300523
ICD-10:Q87.0	OMIM:617616
ICD-10:D12.6	OMIM:175050
ICD-10:D12.6	OMIM:174900
ICD-10:G31.8	OMIM:604218
ICD-10:Q07.8	OMIM:107200
ICD-10:E71.3	OMIM:300100
ICD-10:P22.0	OMIM:267450
ICD-10:E88.8	OMIM:617710
ICD-10:E74.0	OMIM:263570
ICD-10:G40.3	OMIM:607459
ICD-10:E72.8	OMIM:260005
ICD-10:E75.2	OMIM:312080
ICD-10:D82.4	OMIM:611521
ICD-10:Q82.4	OMIM:257960
ICD-10:Q04.8	OMIM:257970
ICD-10:E70.3	OMIM:257800
ICD-10:Q87.8	OMIM:300166
ICD-10:Q87.8	OMIM:248450
ICD-10:Q87.1	OMIM:257910
ICD-10:Q87.5	OMIM:211370
ICD-10:Q87.8	OMIM:164200
ICD-10:Q87.8	OMIM:257850
ICD-10:G51.8	OMIM:141300
ICD-10:H47.2	OMIM:616648
ICD-10:H47.2	OMIM:165199
ICD-10:G12.1	OMIM:600175
ICD-10:G12.2	OMIM:211530
ICD-10:G12.2	OMIM:614707
ICD-10:Q87.0	OMIM:617682
ICD-10:Q70.0	OMIM:609432
ICD-10:Q70.2	OMIM:609432
ICD-10:H57.0	OMIM:103100
ICD-10:M91.8	OMIM:191520
ICD-10:L73.8	OMIM:604093
ICD-10:Q24.8	OMIM:107970
ICD-10:Q87.8	OMIM:264010
ICD-10:Q87.8	OMIM:266910
ICD-10:J84.0	OMIM:614370
ICD-10:J84.0	OMIM:300770
ICD-10:D23.4	OMIM:612099
ICD-10:D23.5	OMIM:612099
ICD-10:D23.3	OMIM:612099
ICD-10:D23.4	OMIM:601606
ICD-10:D23.5	OMIM:601606
ICD-10:D23.3	OMIM:601606
ICD-10:E88.8	OMIM:614034
ICD-10:Q82.8	OMIM:604117
ICD-10:Q04.8	OMIM:158350
ICD-10:D18.0	OMIM:234810
ICD-10:E27.8	OMIM:611489
ICD-10:K76.8	OMIM:614307
ICD-10:K76.8	OMIM:214950
ICD-10:E88.1	OMIM:606721
ICD-10:E88.1	OMIM:608594
ICD-10:E88.1	OMIM:612526
ICD-10:E88.1	OMIM:269700
ICD-10:Q87.8	OMIM:610443
ICD-10:D89.8	OMIM:615895
ICD-10:E77.8	OMIM:615042
ICD-10:Q82.8	OMIM:148600
ICD-10:Q82.8	OMIM:614936
ICD-10:Q73.8	OMIM:113000
ICD-10:G72.8	OMIM:608358
ICD-10:E77.0	OMIM:252500
ICD-10:E75.2	OMIM:611721
ICD-10:D35.2	OMIM:102200
ICD-10:G93.4	OMIM:617493
ICD-10:H35.5	OMIM:615233
ICD-10:H35.5	OMIM:613660
ICD-10:H35.5	OMIM:620228
ICD-10:H35.5	OMIM:617433
ICD-10:H35.5	OMIM:616562
ICD-10:H35.5	OMIM:612095
ICD-10:H35.5	OMIM:613769
ICD-10:H35.5	OMIM:613767
ICD-10:H35.5	OMIM:618826
ICD-10:H35.5	OMIM:613428
ICD-10:H35.5	OMIM:610599
ICD-10:H35.5	OMIM:268025
ICD-10:H35.5	OMIM:616394
ICD-10:H35.5	OMIM:620102
ICD-10:H35.5	OMIM:602772
ICD-10:H35.5	OMIM:608380
ICD-10:H35.5	OMIM:610359
ICD-10:H35.5	OMIM:613758
ICD-10:H35.5	OMIM:613756
ICD-10:H35.5	OMIM:613750
ICD-10:H35.5	OMIM:312612
ICD-10:H35.5	OMIM:612572
ICD-10:H35.5	OMIM:180210
ICD-10:H35.5	OMIM:609923
ICD-10:H35.5	OMIM:400004
ICD-10:H35.5	OMIM:613810
ICD-10:H35.5	OMIM:613827
ICD-10:H35.5	OMIM:607921
ICD-10:H35.5	OMIM:300155
ICD-10:H35.5	OMIM:300424
ICD-10:H35.5	OMIM:617781
ICD-10:H35.5	OMIM:614494
ICD-10:H35.5	OMIM:615780
ICD-10:H35.5	OMIM:601414
ICD-10:H35.5	OMIM:300605
ICD-10:H35.5	OMIM:617023
ICD-10:H35.5	OMIM:609913
ICD-10:H35.5	OMIM:604232
ICD-10:H35.5	OMIM:180105
ICD-10:H35.5	OMIM:180100
ICD-10:H35.5	OMIM:180104
ICD-10:H35.5	OMIM:613794
ICD-10:H35.5	OMIM:612165
ICD-10:H35.5	OMIM:615565
ICD-10:H35.5	OMIM:613575
ICD-10:H35.5	OMIM:617304
ICD-10:H35.5	OMIM:613581
ICD-10:H35.5	OMIM:613582
ICD-10:H35.5	OMIM:610282
ICD-10:H35.5	OMIM:613809
ICD-10:H35.5	OMIM:613801
ICD-10:H35.5	OMIM:613983
ICD-10:H35.5	OMIM:268060
ICD-10:H35.5	OMIM:601718
ICD-10:H35.5	OMIM:618613
ICD-10:H35.5	OMIM:268000
ICD-10:H35.5	OMIM:618345
ICD-10:H35.5	OMIM:618697
ICD-10:H35.5	OMIM:613731
ICD-10:H35.5	OMIM:614180
ICD-10:H35.5	OMIM:614181
ICD-10:H35.5	OMIM:613464
ICD-10:H35.5	OMIM:611131
ICD-10:H35.5	OMIM:617123
ICD-10:H35.5	OMIM:606068
ICD-10:H35.5	OMIM:600132
ICD-10:H35.5	OMIM:600138
ICD-10:H35.5	OMIM:300029
ICD-10:H35.5	OMIM:613341
ICD-10:H35.5	OMIM:617460
ICD-10:H35.5	OMIM:614500
ICD-10:H35.5	OMIM:612943
ICD-10:H35.5	OMIM:615922
ICD-10:H35.5	OMIM:618220
ICD-10:H35.5	OMIM:602594
ICD-10:H35.5	OMIM:619007
ICD-10:H35.5	OMIM:618173
ICD-10:H35.5	OMIM:600059
ICD-10:H35.5	OMIM:615725
ICD-10:H35.5	OMIM:613617
ICD-10:H35.5	OMIM:312600
ICD-10:H35.5	OMIM:615434
ICD-10:H35.5	OMIM:604393
ICD-10:H35.5	OMIM:600852
ICD-10:H35.5	OMIM:618955
ICD-10:H35.5	OMIM:613861
ICD-10:H35.5	OMIM:613862
ICD-10:H35.5	OMIM:613194
ICD-10:H35.5	OMIM:619845
ICD-10:H35.5	OMIM:616544
ICD-10:H35.5	OMIM:618195
ICD-10:H35.5	OMIM:608133
ICD-10:H35.5	OMIM:616188
ICD-10:H35.5	OMIM:616469
ICD-10:H35.5	OMIM:600105
ICD-10:H35.5	OMIM:612712
ICD-10:G71.3	OMIM:540000
ICD-10:C92.4	OMIM:612376
ICD-10:M89.5	OMIM:609655
ICD-10:E88.8	OMIM:617282
ICD-10:E76.0	OMIM:607016
ICD-10:Q87.8	OMIM:618381
ICD-10:E88.1	OMIM:613877
ICD-10:G40.3	OMIM:616230
ICD-10:Q87.1	OMIM:608328
ICD-10:E74.0	OMIM:227810
ICD-10:Q87.8	OMIM:247990
ICD-10:E74.0	OMIM:240600
ICD-10:G71.0	OMIM:613319
ICD-10:Q93.5	OMIM:613026
ICD-10:Q92.3	OMIM:613533
ICD-10:Q87.3	OMIM:130650
ICD-10:L99.0*	OMIM:105250
ICD-10:E85.4+	OMIM:105250
ICD-10:L99.0*	OMIM:613955
ICD-10:E85.4+	OMIM:613955
ICD-10:G23.0	OMIM:256600
ICD-10:G23.0	OMIM:610217
ICD-10:G11.8	OMIM:606554
ICD-10:D64.0	OMIM:205950
ICD-10:Q73.8	OMIM:613382
ICD-10:Q73.8	OMIM:113300
ICD-10:Q87.5	OMIM:604841
ICD-10:E88.8	OMIM:616276
ICD-10:D50.8	OMIM:206200
ICD-10:Q77.8	OMIM:102370
ICD-10:G71.0	OMIM:617072
ICD-10:E70.3	OMIM:193500
ICD-10:Q80.3	OMIM:620148
ICD-10:Q80.3	OMIM:607602
ICD-10:Q78.5	OMIM:605946
ICD-10:E72.1	OMIM:236250
ICD-10:Q85.8	OMIM:193300
ICD-10:Q11.2	OMIM:605738
ICD-10:Q11.2	OMIM:614497
ICD-10:Q11.2	OMIM:300345
ICD-10:Q11.2	OMIM:610092
ICD-10:Q11.2	OMIM:615145
ICD-10:Q11.2	OMIM:613703
ICD-10:Q11.2	OMIM:251505
ICD-10:Q11.2	OMIM:616428
ICD-10:Q11.2	OMIM:611638
ICD-10:Q93.5	OMIM:613735
ICD-10:D81.1	OMIM:611291
ICD-10:Q04.8	OMIM:617397
ICD-10:L93.2	OMIM:610448
ICD-10:L93.2	OMIM:614415
ICD-10:M35.8	OMIM:301054
ICD-10:Q87.8	OMIM:614207
ICD-10:Q87.8	OMIM:615716
ICD-10:Q87.8	OMIM:616025
ICD-10:Q87.8	OMIM:614749
ICD-10:Q87.8	OMIM:616809
ICD-10:Q87.8	OMIM:239300
ICD-10:H18.5	OMIM:217700
ICD-10:E72.5	OMIM:268900
ICD-10:Q80.3	OMIM:113800
ICD-10:Q87.8	OMIM:180870
ICD-10:E72.3	OMIM:268700
ICD-10:Q87.8	OMIM:607330
ICD-10:G71.3	OMIM:255125
ICD-10:Q87.8	OMIM:603116
ICD-10:E74.0	OMIM:232300
ICD-10:Q87.8	OMIM:611812
ICD-10:Q87.0	OMIM:157900
ICD-10:G60.0	OMIM:615284
ICD-10:H35.5	OMIM:228980
ICD-10:Q87.8	OMIM:616258
ICD-10:M31.1	OMIM:274150
ICD-10:Q87.1	OMIM:185120
ICD-10:Q79.6	OMIM:130050
ICD-10:Q87.1	OMIM:126190
ICD-10:Q87.1	OMIM:601350
ICD-10:Q85.8	OMIM:175200
ICD-10:Q80.4	OMIM:242500
ICD-10:G11.4	OMIM:617046
ICD-10:Q25.8	OMIM:617039
ICD-10:Q25.8	OMIM:617035
ICD-10:Q25.8	OMIM:607411
ICD-10:Q16.1	OMIM:108760
ICD-10:Q16.1	OMIM:607842
ICD-10:G24.8	OMIM:614860
ICD-10:C32.8	OMIM:275355
ICD-10:Q04.8	OMIM:607341
ICD-10:G60.0	OMIM:618279
ICD-10:G40.4	OMIM:617831
ICD-10:G40.4	OMIM:617836
ICD-10:G40.4	OMIM:617830
ICD-10:G40.4	OMIM:617829
ICD-10:G40.4	OMIM:618468
ICD-10:G40.4	OMIM:620145
ICD-10:G40.4	OMIM:620149
