ORPHA	OMIM
ORPHA:498602	OMIM:272150
ORPHA:71526|Etiological subtype	OMIM:609734
ORPHA:71526|Etiological subtype	OMIM:601665
ORPHA:309331|Clinical subtype	OMIM:604369
ORPHA:309334|Clinical subtype	OMIM:604369
ORPHA:90646	OMIM:304350
ORPHA:139507	OMIM:601195
ORPHA:99944	OMIM:607831
ORPHA:568065	OMIM:617300
ORPHA:568062	OMIM:616843
ORPHA:182067|Clinical group	OMIM:137800
ORPHA:182067|Clinical group	OMIM:607248
ORPHA:182067|Clinical group	OMIM:613028
ORPHA:182067|Clinical group	OMIM:613029
ORPHA:182067|Clinical group	OMIM:613030
ORPHA:182067|Clinical group	OMIM:613032
ORPHA:182067|Clinical group	OMIM:613031
ORPHA:182067|Clinical group	OMIM:613033
ORPHA:370103	OMIM:612406
ORPHA:597623	OMIM:618088
ORPHA:99943	OMIM:607736
ORPHA:363523	OMIM:615328
ORPHA:363528	OMIM:615286
ORPHA:431149	OMIM:615593
ORPHA:431140	OMIM:300915
ORPHA:900	OMIM:608710
ORPHA:363649	OMIM:615381
ORPHA:168972	OMIM:612713
ORPHA:93598|Clinical subtype	OMIM:259900
ORPHA:91494	OMIM:216800
ORPHA:140468|Category	OMIM:614881
ORPHA:140468|Category	OMIM:620011
ORPHA:140468|Category	OMIM:607088
ORPHA:140468|Category	OMIM:611067
ORPHA:140468|Category	OMIM:604320
ORPHA:140468|Category	OMIM:605726
ORPHA:97340	OMIM:601379
ORPHA:778	OMIM:312750
ORPHA:84132	OMIM:602771
ORPHA:412189	OMIM:615028
ORPHA:412181	OMIM:615425
ORPHA:101011	OMIM:610250
ORPHA:101010	OMIM:610357
ORPHA:101016	OMIM:600919
ORPHA:101016	OMIM:613485
ORPHA:101016	OMIM:603830
ORPHA:101016	OMIM:612955
ORPHA:101016	OMIM:192500
ORPHA:101016	OMIM:611820
ORPHA:101016	OMIM:616247
ORPHA:101016	OMIM:616249
ORPHA:101016	OMIM:613693
ORPHA:101016	OMIM:613695
ORPHA:101016	OMIM:613688
ORPHA:101016	OMIM:611819
ORPHA:101016	OMIM:611818
ORPHA:314718	OMIM:614437
ORPHA:55654	OMIM:605389
ORPHA:55654	OMIM:604379
ORPHA:55654	OMIM:618275
ORPHA:55654	OMIM:614237
ORPHA:55654	OMIM:614238
ORPHA:55654	OMIM:615885
ORPHA:55654	OMIM:278150
ORPHA:55654	OMIM:607903
ORPHA:55654	OMIM:620177
ORPHA:55654	OMIM:615059
ORPHA:636941	OMIM:618343
ORPHA:834	OMIM:269920
ORPHA:834	OMIM:604369
ORPHA:98763	OMIM:605361
ORPHA:317430|Clinical subtype	OMIM:612783
ORPHA:216873|Clinical subtype	OMIM:234200
ORPHA:231226|Clinical subtype	OMIM:603902
ORPHA:231222|Clinical subtype	OMIM:613985
ORPHA:90308	OMIM:149000
ORPHA:171433	OMIM:256030
ORPHA:171433	OMIM:161800
ORPHA:171433	OMIM:615731
ORPHA:171433	OMIM:609284
ORPHA:171439	OMIM:256030
ORPHA:171439	OMIM:161800
ORPHA:171439	OMIM:615731
ORPHA:171439	OMIM:609284
ORPHA:171439	OMIM:609285
ORPHA:171439	OMIM:617336
ORPHA:171439	OMIM:609273
ORPHA:171430	OMIM:256030
ORPHA:171430	OMIM:161800
ORPHA:171430	OMIM:615731
ORPHA:171430	OMIM:616165
ORPHA:171430	OMIM:615348
ORPHA:171436	OMIM:256030
ORPHA:171436	OMIM:161800
ORPHA:171436	OMIM:615731
ORPHA:171436	OMIM:609285
ORPHA:171436	OMIM:610687
ORPHA:171436	OMIM:616165
ORPHA:66629	OMIM:609460
ORPHA:99749	OMIM:610738
ORPHA:293925	OMIM:614416
ORPHA:324262|Clinical subtype	OMIM:614831
ORPHA:178382	OMIM:192950
ORPHA:178389	OMIM:612301
ORPHA:98818	OMIM:245570
ORPHA:97345|Clinical subtype	OMIM:176500
ORPHA:59181	OMIM:136900
ORPHA:59181	OMIM:264420
ORPHA:3391	OMIM:129550
ORPHA:3390	OMIM:560000
ORPHA:79237	OMIM:230200
ORPHA:97346|Clinical subtype	OMIM:117300
ORPHA:247790	OMIM:615517
ORPHA:247798|Clinical subtype	OMIM:608456
ORPHA:247794	OMIM:612018
ORPHA:99797	OMIM:206780
ORPHA:2218	OMIM:239840
ORPHA:2215	OMIM:217150
ORPHA:2213	OMIM:239800
ORPHA:2211	OMIM:239710
ORPHA:353	OMIM:253700
ORPHA:93352	OMIM:602557
ORPHA:90625|Etiological subtype	OMIM:300914
ORPHA:90625|Etiological subtype	OMIM:300030
ORPHA:90625|Etiological subtype	OMIM:300066
ORPHA:90625|Etiological subtype	OMIM:304500
ORPHA:98971	OMIM:612868
ORPHA:96334|Etiological subtype	OMIM:608149
ORPHA:177	OMIM:222765
ORPHA:177	OMIM:600121
ORPHA:177	OMIM:215100
ORPHA:177	OMIM:616716
ORPHA:1775	OMIM:615190
ORPHA:1775	OMIM:127550
ORPHA:1775	OMIM:305000
ORPHA:1775	OMIM:620040
ORPHA:1775	OMIM:224230
ORPHA:1775	OMIM:620133
ORPHA:1775	OMIM:613987
ORPHA:1775	OMIM:613988
ORPHA:1775	OMIM:613989
ORPHA:1775	OMIM:613990
ORPHA:1775	OMIM:616353
ORPHA:1777	OMIM:218340
ORPHA:1770	OMIM:233430
ORPHA:98277|Category	OMIM:601626
ORPHA:391	OMIM:236000
ORPHA:391	OMIM:300221
ORPHA:391	OMIM:400021
ORPHA:99898	OMIM:209950
ORPHA:480491|Clinical subtype	OMIM:619868
ORPHA:521406	OMIM:617013
Clinical subtype|ORPHA:1860	OMIM:187600
ORPHA:186	OMIM:614220
ORPHA:186	OMIM:614221
ORPHA:186	OMIM:613008
ORPHA:186	OMIM:613007
ORPHA:186	OMIM:109720
ORPHA:1861	OMIM:273730
ORPHA:1865	OMIM:224410
ORPHA:1867	OMIM:302000
ORPHA:324964	OMIM:259680
ORPHA:240760	OMIM:613078
ORPHA:320	OMIM:218030
ORPHA:3201	OMIM:192445
ORPHA:3204	OMIM:185070
ORPHA:3206	OMIM:601559
ORPHA:3200	OMIM:601701
ORPHA:3208	OMIM:252011
ORPHA:3208	OMIM:619167
ORPHA:3208	OMIM:619166
ORPHA:3208	OMIM:619224
ORPHA:3202	OMIM:616689
ORPHA:3202	OMIM:194380
ORPHA:3205	OMIM:185300
ORPHA:3203	OMIM:185000
ORPHA:168796	OMIM:610140
ORPHA:279934	OMIM:251880
ORPHA:572333	OMIM:110100
ORPHA:619953	OMIM:618982
ORPHA:423454	OMIM:616029
ORPHA:3352	OMIM:190320
ORPHA:3350	OMIM:190310
ORPHA:3351	OMIM:601453
ORPHA:3355	OMIM:275450
ORPHA:335	OMIM:616004
ORPHA:335	OMIM:202400
ORPHA:363958|Etiological subtype	OMIM:610443
ORPHA:94065|Etiological subtype	OMIM:613406
ORPHA:411641|Clinical subtype	OMIM:219750
ORPHA:306	OMIM:605751
ORPHA:306	OMIM:601764
ORPHA:306	OMIM:612627
ORPHA:306	OMIM:607745
ORPHA:306	OMIM:617080
ORPHA:3063	OMIM:309583
ORPHA:3068	OMIM:253320
ORPHA:79146	OMIM:614233
ORPHA:79146	OMIM:145250
ORPHA:468672	OMIM:602499
ORPHA:468678	OMIM:616364
ORPHA:254913	OMIM:615228
ORPHA:254913	OMIM:604273
ORPHA:254913	OMIM:618683
ORPHA:254913	OMIM:614053
ORPHA:254913	OMIM:616045
ORPHA:254913	OMIM:618120
ORPHA:91481	OMIM:180550
ORPHA:676	OMIM:167800
ORPHA:391372	OMIM:613670
ORPHA:391376	OMIM:615574
ORPHA:435660	OMIM:615980
ORPHA:882	OMIM:276700
ORPHA:93976	OMIM:600674
ORPHA:93406	OMIM:186300
ORPHA:231160	OMIM:614252
ORPHA:231160	OMIM:618734
ORPHA:231160	OMIM:608542
ORPHA:231160	OMIM:609122
ORPHA:231160	OMIM:105800
ORPHA:231160	OMIM:612161
ORPHA:231160	OMIM:612162
ORPHA:231160	OMIM:300870
ORPHA:231160	OMIM:611892
ORPHA:231160	OMIM:610213
ORPHA:231160	OMIM:612586
ORPHA:231160	OMIM:612587
ORPHA:231169|Clinical subtype	OMIM:601067
ORPHA:231169|Clinical subtype	OMIM:614869
ORPHA:231169|Clinical subtype	OMIM:606943
ORPHA:231169|Clinical subtype	OMIM:602083
ORPHA:231169|Clinical subtype	OMIM:618632
ORPHA:231169|Clinical subtype	OMIM:602097
ORPHA:231169|Clinical subtype	OMIM:612632
ORPHA:231169|Clinical subtype	OMIM:614990
ORPHA:231169|Clinical subtype	OMIM:276900
ORPHA:231169|Clinical subtype	OMIM:276904
ORPHA:163690	OMIM:606407
ORPHA:163699	OMIM:606243
ORPHA:163693	OMIM:606407
ORPHA:163696	OMIM:254900
ORPHA:611256	OMIM:618266
ORPHA:631068	OMIM:618418
ORPHA:634	OMIM:256500
ORPHA:96078	OMIM:613458
ORPHA:615	OMIM:255960
ORPHA:217656	OMIM:600996
ORPHA:217656	OMIM:609040
ORPHA:217656	OMIM:107970
ORPHA:217656	OMIM:602087
ORPHA:217656	OMIM:602086
ORPHA:217656	OMIM:610193
ORPHA:217656	OMIM:607450
ORPHA:217656	OMIM:604400
ORPHA:217656	OMIM:604401
ORPHA:217656	OMIM:610476
ORPHA:217656	OMIM:615616
ORPHA:217656	OMIM:611528
ORPHA:265	OMIM:606072
ORPHA:2658	OMIM:151050
ORPHA:2654	OMIM:272450
ORPHA:2655	OMIM:187601
ORPHA:2655	OMIM:187600
ORPHA:2655	OMIM:156830
ORPHA:86919	OMIM:148520
ORPHA:157973	OMIM:613205
ORPHA:404546	OMIM:614204
ORPHA:438178	OMIM:616154
ORPHA:91131	OMIM:610768
ORPHA:98892|Clinical subtype	OMIM:608098
ORPHA:98892|Clinical subtype	OMIM:608097
ORPHA:98892|Clinical subtype	OMIM:617201
ORPHA:98892|Clinical subtype	OMIM:618918
ORPHA:98892|Clinical subtype	OMIM:618185
ORPHA:98892|Clinical subtype	OMIM:300049
ORPHA:98892|Clinical subtype	OMIM:612881
ORPHA:98892|Clinical subtype	OMIM:615544
ORPHA:79239	OMIM:230400
ORPHA:98902	OMIM:605355
ORPHA:211017	OMIM:613371
ORPHA:314381	OMIM:614653
ORPHA:88917|Clinical subtype	OMIM:301050
ORPHA:210566	OMIM:607488
ORPHA:168491	OMIM:601780
ORPHA:168491	OMIM:610127
ORPHA:168491	OMIM:610951
ORPHA:168491	OMIM:204500
ORPHA:168491	OMIM:256731
ORPHA:168491	OMIM:256730
ORPHA:168491	OMIM:600143
ORPHA:477749	OMIM:618564
ORPHA:496693	OMIM:609545
ORPHA:158029	OMIM:269600
ORPHA:158025	OMIM:142630
ORPHA:93399|Clinical subtype	OMIM:256550
ORPHA:50814	OMIM:607812
ORPHA:93601|Etiological subtype	OMIM:278300
ORPHA:254351	OMIM:613729
ORPHA:90038|Clinical subtype	OMIM:235400
ORPHA:468699	OMIM:616721
ORPHA:2609	OMIM:618245
ORPHA:2609	OMIM:618246
ORPHA:2609	OMIM:618240
ORPHA:2609	OMIM:618242
ORPHA:2609	OMIM:618241
ORPHA:2609	OMIM:618776
ORPHA:2609	OMIM:252010
ORPHA:2609	OMIM:620135
ORPHA:2609	OMIM:619272
ORPHA:2609	OMIM:619170
ORPHA:2609	OMIM:301021
ORPHA:2609	OMIM:301020
ORPHA:2609	OMIM:618253
ORPHA:2609	OMIM:618250
ORPHA:2609	OMIM:618251
ORPHA:2609	OMIM:618228
ORPHA:2609	OMIM:618224
ORPHA:2609	OMIM:618226
ORPHA:2609	OMIM:618229
ORPHA:2609	OMIM:618222
ORPHA:2609	OMIM:618225
ORPHA:2609	OMIM:619003
ORPHA:2609	OMIM:618236
ORPHA:2609	OMIM:618233
ORPHA:2609	OMIM:618237
ORPHA:2609	OMIM:618230
ORPHA:2609	OMIM:618232
ORPHA:2609	OMIM:618234
ORPHA:2609	OMIM:618238
ORPHA:2608	OMIM:310465
ORPHA:2604	OMIM:619350
ORPHA:2604	OMIM:155310
ORPHA:477831	OMIM:616592
ORPHA:98904	OMIM:161800
ORPHA:504476	OMIM:614575
ORPHA:97120|Clinical group	OMIM:619110
ORPHA:97120|Clinical group	OMIM:620019
ORPHA:97120|Clinical group	OMIM:615065
ORPHA:97120|Clinical group	OMIM:618435
ORPHA:97120|Clinical group	OMIM:618436
ORPHA:97120|Clinical group	OMIM:108120
ORPHA:97120|Clinical group	OMIM:108145
ORPHA:314795	OMIM:300582
ORPHA:309169|Clinical subtype	OMIM:268800
ORPHA:309162|Clinical subtype	OMIM:268800
ORPHA:231692|Clinical subtype	OMIM:300123
ORPHA:231692|Clinical subtype	OMIM:307200
ORPHA:89844|Clinical subtype	OMIM:257320
ORPHA:2379	OMIM:311510
ORPHA:2370	OMIM:608545
ORPHA:2378	OMIM:135750
ORPHA:2373	OMIM:150280
ORPHA:2374	OMIM:150360
ORPHA:2371	OMIM:245650
ORPHA:2377	OMIM:245800
ORPHA:2375	OMIM:308850
ORPHA:221016|Clinical subtype	OMIM:268400
ORPHA:99977	OMIM:133239
ORPHA:88619	OMIM:608033
ORPHA:319651	OMIM:613839
ORPHA:169095	OMIM:601705
ORPHA:169095	OMIM:618806
ORPHA:169090	OMIM:612783
ORPHA:169090	OMIM:612782
ORPHA:79320	OMIM:603147
ORPHA:300333	OMIM:609057
ORPHA:597	OMIM:117000
ORPHA:444048	OMIM:616185
ORPHA:420733	OMIM:615918
ORPHA:603448	OMIM:619273
ORPHA:264580	OMIM:306000
ORPHA:264580	OMIM:613027
ORPHA:363654	OMIM:300911
ORPHA:538574	OMIM:148360
ORPHA:254857	OMIM:551000
ORPHA:447954	OMIM:616430
ORPHA:79431|Clinical subtype	OMIM:203100
ORPHA:217266	OMIM:608980
ORPHA:85297	OMIM:301790
ORPHA:90103	OMIM:214370
ORPHA:296	OMIM:166000
ORPHA:2969	OMIM:158350
ORPHA:2968	OMIM:116920
ORPHA:2968	OMIM:612840
ORPHA:2968	OMIM:266265
ORPHA:2964	OMIM:176700
ORPHA:2966	OMIM:312060
ORPHA:2963	OMIM:612289
ORPHA:2967	OMIM:193090
ORPHA:2962	OMIM:219150
ORPHA:2962	OMIM:614438
ORPHA:289465	OMIM:136000
ORPHA:282166	OMIM:123400
ORPHA:89936	OMIM:307800
ORPHA:622925	OMIM:300989
ORPHA:2473	OMIM:236700
ORPHA:2470	OMIM:601186
ORPHA:2470	OMIM:615524
ORPHA:2479	OMIM:249310
ORPHA:2475	OMIM:277740
ORPHA:2471	OMIM:248950
ORPHA:2478	OMIM:613926
ORPHA:2478	OMIM:613925
ORPHA:2478	OMIM:604004
ORPHA:2477	OMIM:155350
ORPHA:2477	OMIM:248000
ORPHA:93297|Clinical subtype	OMIM:200610
ORPHA:254343	OMIM:613672
ORPHA:94086	OMIM:211000
ORPHA:103918	OMIM:608189
ORPHA:255132	OMIM:616860
ORPHA:255138|Clinical subtype	OMIM:614111
ORPHA:98788	OMIM:194190
ORPHA:93299|Clinical subtype	OMIM:200600
Clinical group|ORPHA:768	OMIM:600919
Clinical group|ORPHA:768	OMIM:601005
Clinical group|ORPHA:768	OMIM:613485
Clinical group|ORPHA:768	OMIM:603830
Clinical group|ORPHA:768	OMIM:220400
Clinical group|ORPHA:768	OMIM:612955
Clinical group|ORPHA:768	OMIM:618447
Clinical group|ORPHA:768	OMIM:192500
Clinical group|ORPHA:768	OMIM:611820
Clinical group|ORPHA:768	OMIM:616247
Clinical group|ORPHA:768	OMIM:616249
Clinical group|ORPHA:768	OMIM:613693
Clinical group|ORPHA:768	OMIM:613695
Clinical group|ORPHA:768	OMIM:612347
Clinical group|ORPHA:768	OMIM:613688
Clinical group|ORPHA:768	OMIM:611819
Clinical group|ORPHA:768	OMIM:611818
ORPHA:300605	OMIM:614373
ORPHA:300605	OMIM:602099
ORPHA:300605	OMIM:205100
ORPHA:562559	OMIM:613671
ORPHA:319332	OMIM:618484
ORPHA:3236	OMIM:221320
ORPHA:3238	OMIM:157800
ORPHA:3232	OMIM:124490
ORPHA:3235	OMIM:601449
ORPHA:3230	OMIM:221740
Clinical group|ORPHA:3231	OMIM:124480
Clinical group|ORPHA:3231	OMIM:220500
ORPHA:3233	OMIM:120040
ORPHA:3239	OMIM:221350
ORPHA:3237	OMIM:610017
ORPHA:3237	OMIM:612961
ORPHA:3237	OMIM:186500
ORPHA:217085|Clinical subtype	OMIM:309900
ORPHA:98993|Clinical subtype	OMIM:613763
ORPHA:98993|Clinical subtype	OMIM:619593
ORPHA:98993|Clinical subtype	OMIM:600881
ORPHA:488434	OMIM:611929
ORPHA:85324	OMIM:300709
ORPHA:97360	OMIM:616894
ORPHA:97360	OMIM:180700
ORPHA:97360	OMIM:616331
ORPHA:97360	OMIM:268310
ORPHA:171871|Clinical subtype	OMIM:177735
ORPHA:171876|Clinical subtype	OMIM:264350
ORPHA:448264	OMIM:616400
ORPHA:448264	OMIM:613000
ORPHA:448267	OMIM:618019
ORPHA:50945	OMIM:215045
ORPHA:88919|Clinical subtype	OMIM:203780
ORPHA:100985	OMIM:182601
ORPHA:100986	OMIM:270800
ORPHA:100984	OMIM:182600
ORPHA:100989	OMIM:603563
ORPHA:100988	OMIM:600363
ORPHA:66637	OMIM:608022
ORPHA:99945	OMIM:608673
ORPHA:468661	OMIM:616451
ORPHA:468666	OMIM:106190
ORPHA:552	OMIM:125850
ORPHA:552	OMIM:125851
ORPHA:552	OMIM:610508
ORPHA:552	OMIM:612225
ORPHA:552	OMIM:613370
ORPHA:552	OMIM:613375
ORPHA:552	OMIM:606391
ORPHA:552	OMIM:606394
ORPHA:552	OMIM:606392
ORPHA:552	OMIM:616511
ORPHA:552	OMIM:600496
ORPHA:552	OMIM:609812
ORPHA:552	OMIM:616329
ORPHA:466688	OMIM:616819
ORPHA:456328	OMIM:300219
ORPHA:324294	OMIM:618307
ORPHA:324290	OMIM:616640
ORPHA:528084	OMIM:619314
ORPHA:528084	OMIM:618914
ORPHA:528084	OMIM:619320
ORPHA:528084	OMIM:618009
ORPHA:528084	OMIM:618470
ORPHA:528084	OMIM:619031
ORPHA:528084	OMIM:618922
ORPHA:528084	OMIM:619092
ORPHA:528084	OMIM:619099
ORPHA:528084	OMIM:619091
ORPHA:528084	OMIM:309590
ORPHA:528084	OMIM:619264
ORPHA:528084	OMIM:619268
ORPHA:528084	OMIM:619072
ORPHA:528084	OMIM:619076
ORPHA:528084	OMIM:618906
ORPHA:528084	OMIM:619149
ORPHA:528084	OMIM:620098
ORPHA:528084	OMIM:618653
ORPHA:528084	OMIM:618659
ORPHA:528084	OMIM:618292
ORPHA:528084	OMIM:619157
ORPHA:528084	OMIM:619056
ORPHA:528084	OMIM:618974
ORPHA:528084	OMIM:618971
ORPHA:528084	OMIM:618512
ORPHA:528084	OMIM:618342
ORPHA:528084	OMIM:618430
ORPHA:528084	OMIM:301029
ORPHA:528084	OMIM:619125
ORPHA:528084	OMIM:619243
ORPHA:528084	OMIM:619244
ORPHA:528084	OMIM:617755
ORPHA:528084	OMIM:619239
ORPHA:528084	OMIM:620065
ORPHA:528084	OMIM:606053
ORPHA:528084	OMIM:619000
ORPHA:528084	OMIM:619005
ORPHA:528084	OMIM:619306
ORPHA:528084	OMIM:618569
ORPHA:528084	OMIM:619083
ORPHA:94083	OMIM:309510
Clinical group|ORPHA:3389	OMIM:607948
ORPHA:3383	OMIM:191000
ORPHA:3387	OMIM:600457
ORPHA:3384	OMIM:217095
ORPHA:86821	OMIM:601160
ORPHA:314603	OMIM:611390
ORPHA:583595	OMIM:610992
ORPHA:583595	OMIM:601815
ORPHA:583595	OMIM:614023
ORPHA:268129	OMIM:182920
ORPHA:464760	OMIM:611543
ORPHA:918	OMIM:600501
ORPHA:577	OMIM:252605
ORPHA:577	OMIM:252600
ORPHA:79409	OMIM:226600
ORPHA:329235	OMIM:300888
ORPHA:85292	OMIM:301840
ORPHA:261600|Etiological subtype	OMIM:118450
ORPHA:86819	OMIM:209500
ORPHA:597743	OMIM:620157
ORPHA:216812|Clinical subtype	OMIM:615220
ORPHA:216812|Clinical subtype	OMIM:610915
ORPHA:216812|Clinical subtype	OMIM:259440
ORPHA:216812|Clinical subtype	OMIM:613848
ORPHA:216812|Clinical subtype	OMIM:259420
ORPHA:216812|Clinical subtype	OMIM:613982
ORPHA:216812|Clinical subtype	OMIM:614856
ORPHA:216812|Clinical subtype	OMIM:610968
ORPHA:216812|Clinical subtype	OMIM:610682
ORPHA:216812|Clinical subtype	OMIM:616229
ORPHA:708	OMIM:604229
ORPHA:708	OMIM:612968
ORPHA:464724	OMIM:618641
ORPHA:464724	OMIM:616483
ORPHA:280270	OMIM:608804
ORPHA:280270	OMIM:612233
ORPHA:280270	OMIM:260600
ORPHA:280270	OMIM:300523
ORPHA:513456	OMIM:617616
ORPHA:167714|Category	OMIM:601626
ORPHA:329971|Clinical subtype	OMIM:175050
ORPHA:329971|Clinical subtype	OMIM:174900
ORPHA:85110	OMIM:604218
ORPHA:88620	OMIM:107200
ORPHA:139396|Clinical subtype	OMIM:300100
ORPHA:139399|Clinical subtype	OMIM:300100
ORPHA:70587	OMIM:267450
ORPHA:572798	OMIM:617710
ORPHA:367	OMIM:263570
ORPHA:367	OMIM:232500
ORPHA:402082	OMIM:607459
ORPHA:33572	OMIM:260005
ORPHA:280210|Clinical subtype	OMIM:312080
ORPHA:280219|Clinical subtype	OMIM:312080
ORPHA:331226	OMIM:611521
ORPHA:2718	OMIM:257960
ORPHA:2715	OMIM:257970
ORPHA:2719	OMIM:257800
ORPHA:2712	OMIM:300166
ORPHA:2717	OMIM:248450
ORPHA:2714	OMIM:257910
ORPHA:2713	OMIM:211370
ORPHA:2710	OMIM:164200
ORPHA:2710	OMIM:257850
ORPHA:1214	OMIM:141300
ORPHA:1219	OMIM:109050
ORPHA:1215	OMIM:125250
ORPHA:1215	OMIM:616648
ORPHA:1215	OMIM:165199
ORPHA:1216	OMIM:600175
ORPHA:97229	OMIM:211500
ORPHA:97229	OMIM:211530
ORPHA:97229	OMIM:614707
ORPHA:529965	OMIM:617682
ORPHA:157801	OMIM:609432
ORPHA:454718	OMIM:103100
ORPHA:3408	OMIM:191520
ORPHA:3406	OMIM:604093
ORPHA:3403	OMIM:107970
ORPHA:3409	OMIM:264010
ORPHA:3404	OMIM:266910
ORPHA:264675	OMIM:614370
ORPHA:264675	OMIM:300770
Clinical subtype|ORPHA:867	OMIM:612099
Clinical subtype|ORPHA:867	OMIM:601606
ORPHA:562509	OMIM:614034
ORPHA:79395	OMIM:604117
ORPHA:65285	OMIM:158350
ORPHA:199241	OMIM:234810
ORPHA:199247	OMIM:611489
ORPHA:79095	OMIM:614307
ORPHA:79095	OMIM:214950
ORPHA:528	OMIM:606721
ORPHA:528	OMIM:608594
ORPHA:528	OMIM:612526
ORPHA:528	OMIM:613327
ORPHA:528	OMIM:269700
ORPHA:363965|Etiological subtype	OMIM:610443
ORPHA:329173	OMIM:615895
ORPHA:329178	OMIM:615042
ORPHA:95699	OMIM:613571
ORPHA:93924|Clinical subtype	OMIM:609637
ORPHA:93924|Clinical subtype	OMIM:610829
ORPHA:93924|Clinical subtype	OMIM:157170
ORPHA:79501	OMIM:148600
ORPHA:79501	OMIM:614936
ORPHA:572385|Clinical subtype	OMIM:113000
ORPHA:79143	OMIM:614149
ORPHA:79143	OMIM:206800
ORPHA:79143	OMIM:107000
ORPHA:636965|Clinical subtype	OMIM:608358
ORPHA:576	OMIM:252500
ORPHA:139406	OMIM:611721
ORPHA:314777	OMIM:102200
ORPHA:592564	OMIM:617493
ORPHA:79238	OMIM:230350
ORPHA:791	OMIM:615233
ORPHA:791	OMIM:613660
ORPHA:791	OMIM:620228
ORPHA:791	OMIM:617433
ORPHA:791	OMIM:616562
ORPHA:791	OMIM:612095
ORPHA:791	OMIM:613769
ORPHA:791	OMIM:613767
ORPHA:791	OMIM:618826
ORPHA:791	OMIM:613428
ORPHA:791	OMIM:610599
ORPHA:791	OMIM:268025
ORPHA:791	OMIM:616394
ORPHA:791	OMIM:620102
ORPHA:791	OMIM:602772
ORPHA:791	OMIM:608380
ORPHA:791	OMIM:610359
ORPHA:791	OMIM:613758
ORPHA:791	OMIM:613756
ORPHA:791	OMIM:613750
ORPHA:791	OMIM:312612
ORPHA:791	OMIM:612572
ORPHA:791	OMIM:180210
ORPHA:791	OMIM:609923
ORPHA:791	OMIM:400004
ORPHA:791	OMIM:613810
ORPHA:791	OMIM:613827
ORPHA:791	OMIM:607921
ORPHA:791	OMIM:300155
ORPHA:791	OMIM:300424
ORPHA:791	OMIM:617781
ORPHA:791	OMIM:614494
ORPHA:791	OMIM:615780
ORPHA:791	OMIM:601414
ORPHA:791	OMIM:300605
ORPHA:791	OMIM:617023
ORPHA:791	OMIM:609913
ORPHA:791	OMIM:604232
ORPHA:791	OMIM:180105
ORPHA:791	OMIM:180100
ORPHA:791	OMIM:180104
ORPHA:791	OMIM:613794
ORPHA:791	OMIM:612165
ORPHA:791	OMIM:615565
ORPHA:791	OMIM:613575
ORPHA:791	OMIM:617304
ORPHA:791	OMIM:613581
ORPHA:791	OMIM:613582
ORPHA:791	OMIM:610282
ORPHA:791	OMIM:613809
ORPHA:791	OMIM:613801
ORPHA:791	OMIM:613983
ORPHA:791	OMIM:268060
ORPHA:791	OMIM:601718
ORPHA:791	OMIM:618613
ORPHA:791	OMIM:268000
ORPHA:791	OMIM:618345
ORPHA:791	OMIM:618697
ORPHA:791	OMIM:613731
ORPHA:791	OMIM:614180
ORPHA:791	OMIM:614181
ORPHA:791	OMIM:613464
ORPHA:791	OMIM:611131
ORPHA:791	OMIM:617123
ORPHA:791	OMIM:606068
ORPHA:791	OMIM:600132
ORPHA:791	OMIM:600138
ORPHA:791	OMIM:300029
ORPHA:791	OMIM:613341
ORPHA:791	OMIM:617460
ORPHA:791	OMIM:614500
ORPHA:791	OMIM:612943
ORPHA:791	OMIM:615922
ORPHA:791	OMIM:618220
ORPHA:791	OMIM:602594
ORPHA:791	OMIM:619007
ORPHA:791	OMIM:618173
ORPHA:791	OMIM:600059
ORPHA:791	OMIM:615725
ORPHA:791	OMIM:613617
ORPHA:791	OMIM:312600
ORPHA:791	OMIM:615434
ORPHA:791	OMIM:604393
ORPHA:791	OMIM:600852
ORPHA:791	OMIM:618955
ORPHA:791	OMIM:613861
ORPHA:791	OMIM:613862
ORPHA:791	OMIM:613194
ORPHA:791	OMIM:619845
ORPHA:791	OMIM:616544
ORPHA:791	OMIM:618195
ORPHA:791	OMIM:608133
ORPHA:791	OMIM:616188
ORPHA:791	OMIM:616469
ORPHA:791	OMIM:600105
ORPHA:791	OMIM:612712
ORPHA:550	OMIM:540000
ORPHA:520	OMIM:612376
ORPHA:50809	OMIM:609655
ORPHA:508093	OMIM:617282
ORPHA:93474|Clinical subtype	OMIM:607016
ORPHA:598603	OMIM:618381
ORPHA:280356	OMIM:613877
ORPHA:424027	OMIM:616230
ORPHA:2084	OMIM:608328
ORPHA:2088	OMIM:227810
ORPHA:2085	OMIM:137763
ORPHA:2083	OMIM:247990
ORPHA:2089	OMIM:240600
ORPHA:399096	OMIM:613319
ORPHA:217346	OMIM:613026
ORPHA:217340	OMIM:613533
ORPHA:238613|Etiological subtype	OMIM:130650
ORPHA:353220	OMIM:105250
ORPHA:353220	OMIM:613955
ORPHA:35069	OMIM:256600
ORPHA:35069	OMIM:610217
ORPHA:79135	OMIM:606554
ORPHA:260305	OMIM:205950
ORPHA:93387	OMIM:613382
ORPHA:93387	OMIM:113300
ORPHA:90654|Clinical subtype	OMIM:604841
ORPHA:457185	OMIM:616276
ORPHA:209981	OMIM:206200
ORPHA:969	OMIM:102370
ORPHA:424261	OMIM:617072
Clinical subtype|ORPHA:632	OMIM:307200
